author,name,desc,detail,dwnld
Lifetime,Sparkol Videoscribe PRO,,http://www.videoscribe.co/,"http://yadi.sk/d/e6SbIC1gSnx6W



После запуска программы подождите обновления. При входе в програмvу будет просить авторизации - не вводите свои данные, поле с имейлом оставьте таким, какой есть, поле с паролем оставьте пустым."
Максим Добрый,OnLINE Интенсив - обработка 2 (2019),"Хочешь КРУТО обрабатывать??!!
OnLINE Интенсив - обработка 2


Дамы и господа! Я рад приветствовать вас на НОВОМ ОГРОМНОМ полёте, и лучшем Боинге - Интенсив обработка 2 Полёт, о котором ты мечтал! Который изменит всё в твоём мире обработки! Если ты мечтаешь круто обрабатывать - это твой СПАСИТЕЛЬНЫЙ полёт! Билет в мир ТОП обработки!

Что будет в полёте???
1 Быстрый Лайтрум! (Оптимизация программы и процесса) Ваши вёдра будут бегать как лошади)
2 Фотомеханик - куда зачем, и почему
3 Топ обработка на телефоне ( КАК ТОПИТЬ крутым цветом)
4 3 ТОП НОВЫХ пресета - такие пресеты ТОЛЬКО в обработке!
5 Обработка всей съемки!! полностью сделаю серию, и вы ЭТО УВИДИТЕ!)
6 Проблемы - цвет с кожей -будут решены!!
7 Приемы монтажа фоток в фотошопе + полезность экшенов и фишки пластики
8 Делаем чистый цвет ( рассказываю как делать крутой цвет изначально и доработать чистоту цвета - поймете, что тако оттенки!)
9 Обработка в пленочном стиле (самая моя любимая из всех )
10 Обработка кожи - новые приемы в лайтруме, обработка кожи в фотошопе
11Разбор: что такое КРИВАЯ
12 Как делать фотки резкими (шарпинг), чтобы они были как бритва! НА ЛЮБОЙ ФОТИК и даже телефон

Будешь ты отстоем или нет - решать тебе! Лекарство от отстойной обработки существует- оно перед тобой! Все ТОП пресеты НОВЫЕ, получат участники авиарейса! Стюардесса сделает вам невероятную S образную форму кривой",https://vk.com/wall273023496_5358,https://cloud.mail.ru/public/2e9G/57U1yFfJ1
Е. Попов и З. Лукьянова,4 маштабних видеокурсов по Photoshop на русском,,https://info-hit.ru/author-lukyanova-zinaida/courses/,https://mega.nz/#F!klYwGDRK!jLiOy0LYkbCzhxhujU8Lfg
Татьяна Иванова,Все о позировании и даже больше (2020),"Друзья, я подготовила для вас урок!
⠀
Где я расскажу вам:

Как максимально использовать антураж
Все секреты позирования и даже больше
Уникальный контент о раскрепощении
Покажу как рождаются нестандартные позы для позирования
Как креативить на съемке
Поделюсь секретами своего видения работы
⠀
Про то, как максимально использовать локацию в которой вы снимаете, как использовать ее нестандартно, это видео будет помощью в построении философии кадров которые будут отличаться от других фотографов и которыми будут удивлены ваши клиенты.
⠀
Это видео не только про позирование в антураже и как использовать локацию неожиданно, нетривиально, интересно, с творческим подходом, но и о теории моей философии раскрепощения.
⠀
Я не только вам покажу, но и расскажу, о связи тела и эмоций, как проживать эмоции через тело чтобы они были ненаигранными.
⠀
Почему это важно, как настроить модель, как найти коннект с ней, как ввести ее в состояние где вы руководите процессом и у вас открывается портал в котором вы на одной волне начинаете творить что-то уникальное.
⠀
Это документальный фильм, там я не просто рассказываю, но и показываю как это делать.
⠀
Как говорится, лучше один раз увидеть, чем сто раз услышать!
⠀
По многочисленным просьбам, я сделала это обучающее видео специально для вас.
⠀
Это видео для тех, кто хочет большего, кто не стоит на месте и хочет креативить, творить, поражать себя и ваших клиентов. Перенастроить свой мозг на создание чего-то большего, того что может вас отличать от других.",http://ittaliaschool.com/all_about_posing,https://cloud.mail.ru/public/22Xt/2wDzzK2BQ
VideoHive,5 VHS Title Opener Pack,,https://videohive.net/item/5-vhs-title-opener-pack/15802429,https://cloud.mail.ru/public/JCBY/yQVwLBNGX
Игорь Цаплин,Курс по свадебной фотографии - Витамин Ц2,"Привет! Меня зовут Игорь Цаплин. Я свадебный фотограф и я с радостью сообщаю, что мы выпустили новый видео курс по свадебной фотографии — Витамин Ц 2

Что мы сделали?

Мы сняли несколько съемок моими глазами. Это свадебный DOOM, QUAKE 3 Arena, Halo!

Кухня это самое интересное. Мы открыли туда дверь. Не только дверь, мы открыли холодильник и все кастрюли.

В первую очередь курс рассчитан на начинающих фотографов, которые еще не успели съесть собаку на свадебной съемке. А если вы в теме давно, то вы как никто другой знаете ценность каждой крупицы информации и 100% найдете массу интересного.

Здесь максимально полно и структурно разложены мои знания о том как надо подходить к съемке свадеб чтобы делать это хорошо и стабильно.
Короче! Все что надо и не надо делать на свадьбе.

Это не просто вид от первого лица. Это вид от первого и третьего лица с комментариями. Каждый эпизод я комментировал. Почему поступал так, что нужно делать, а что не нужно. Как можно разнообразить съемку скучных, на первый взгляд, моментов.



Спойлер: &quot;Что будет в курсе?&quot;



Разбор оборудования
Свадебная теория и чек лист обязательных кадров
Свадьба (сборы, прогулка на палящем летнем солнце, фуршет, церемония, банкет в сложном зале с использованием вспышек)
Съемка в городских условиях
Съемка на воде
Урок по позировке для быстрой и органичной постановки
Вспышки и наглядные примеры схем, которые можно использовать в разных ситуациях на свадьбе
Обработка
Сборка серии (с комментариями и рассуждениями почему я беру ту или иную фотографию, как компоную, что вставляю, а что нет и пр)",http://igortsaplin.pro/,"https://cloud.mail.ru/public/5CEF/rGTFCfiPa
Пароль: slivup.me"
Вероника Котлярова,Продвижение фотографа (2019),"О чём вы узнаете:

- как определить, какой именно клиент тебе нужен
- как определить, какие желание и потребности есть у этого клиента
- как научиться нежно нажимать именно на эти потребности
- я расскажу о разных типах клиентов в сферах: детской, бизнес, женской, семейной, лавстори, свадебной.
- как оформлять свой профиль в одной из соц.сетей
- какие посты должны быть в профиле
- где давать таргет рекламу
- где найти клиента оффлайн и как
- как найти и поймать категорию люкс клиента
- какие методы раскрутки совмещать.

Что будет выдано:

1. 4 часа видео.
2. Конспект всего этого, чтобы не запутаться.",http://veronikakotlyarova.com/shop/BUYdvi,https://cloud.mail.ru/public/5i8Z/38uASRsBM
Денис Персенен,Съёмка в стиле LifeStyle (2019),"Гуру домашних фотосессий, мастер композиции; в самой простой российской квартире он находит идеальный свет. Глядя на фото, сделанные Денисом, даже человек, который никогда не держал на руках младенца, почувствует его тепло.
Денис ведёт очень добрый блог, где публикует не только берущие за душу фото, но и делится секретами своей работы.

15 уроков. + Большой вебинар + Откровения про маркетинг фотографа

Что будет на курсе:

вы увидите съемку реальной семьи в обычной квартире
узнаете, как происходит отбор, обработка и ретушь кадров
поймете, каким образом он составляет серию, чтобы стопроцентно получить вау-эффект
получите ценнейшие знания о композиции, свете, фишках и приемах, которые поданы простым и понятным языком без воды
поучаствуете в мощнейшей практической части с обратной связью на каждое задание от куратора
познакомитесь с коллегами
вдохновитесь на создание собственного стиля в фотографии

Регалии фотографа:

Гран-при ""Фотограф года"" Ежегодной международной Премии детских и семейных фотографов 2016 | BICFP
Фотограф года  WEDLIFE AWARDS 2014 (Ежегодная международная премия среди профессиональных фотографов и видеографов)
Финалист BEST FAMILY PHOTO 2017/ спец.приз
spbwedawards номинант ""лучший фотограф 2016""
AdmePhotoAwards2016  номинация ""Счастье быть родителем"" 2-е место
MyWed Award 2015 / Победитель в номинации «МАГИЯ СВЕТА»
3-е место в AdMe Photo Awards 2014
1-е место в AdMe Photo Awards 2013",https://persenen.online/lp,https://cloud.mail.ru/public/UkiT/4JbXXB18z
Евгений Карташов,Aвтoмaтизaция Photoshop. Экшeны (Видео-курс),,,https://yadi.sk/d/aFTBk4IFWXhK8w
-,Нашумевшая база after effects (5-ый поток) +3200 шаблонов videohive + бонусы,,,"https://drive.google.com/open?id=0B6ZaDVJp5HbKWDNSU2c4dHkzRm8

Скрытый контент для авторизованных пользователей.
Пароль: slivytg"
Вадим Панасюк,Курс по видеосъемке на iPhone №1 (2019),,http://mskcinemaschool.ru/iphone,https://cloud.mail.ru/public/3aeD/4Gywftuh9
Влад Шутов,Портретная съёмка в студии + обработка,,,https://cloud.mail.ru/public/2uv6/4ovv5fkwA
Игорь Лохман,Умнoe видeo в After Effects (Мacтeр-клacc в фoрмaте курca),,,https://yadi.sk/d/wT6DZpb2F3C-lQ
АЛЕКСАНДР СМЕЛОВ,Большой пак пресетов для Lr & ACR (2020),,http://instagr.am/p/B6Lp9rKnRV8/,https://yadi.sk/d/U7yrCe2mHnb8Xg
Александр Дмитров,Онлaйн мaрaфoн пo сoздaнию StopMotion видеo (Видео-уроки),,http://maraphone.dmitrovstopmotion.ru,https://yadi.sk/d/JXdegrXpneSHqg
Марина Уланова,Cвадебная фотография. Cказка в фотошоп,,https://psd-studio.com/shop/photo-processing/wedding-photo-fairytale,"https://yadi.sk/d/TfPGu_Fy7xPJyw
Пароль oDrIXpVfvSm4C"
Александр Талюка,СЪЕМКА МОДЕЛЬНЫХ ТЕСТОВ: СТУДИЙНЫЙ СВЕТ,,https://liveclasses.ru/course/photo/model_test_shooting_studio_light/,https://yadi.sk/d/9Vx6mokheldpCg
Motion Design School,MAD VFX in After Effects,"На что я буду способен после прохождения курса?

Вы узнаете, как создавать научно-фантастические эффекты из очень отдаленного будущего и сумасшедшие 3D-композиции с помощью плагина Element 3D, как отслеживать живые боевики и внедрять в них все эти прекрасные вещи. Вы также узнаете, как создавать свои собственные маски Instagram.

Курс начинается 7 января 2020 года
Цена курса по предзаказу 150$ - после 300$
Курс на Английском языке",https://motiondesign.school/products/mad-vfx-in-after-effects,https://cloud.mail.ru/public/3cDE/41WYQEBji
