author,name,desc,detail,dwnld
Евгений Слогодский,"Практический курс «Зрение, Сверхзрение, Ясновидение»",,http://skladchik.com/threads/Практический-курс-«Зрение-Сверхзрение-Ясновидение».29438/,"https://mega.nz/#!C1ZG3B7K!UgFlpQwvgWJ3_DN0CQwzYH-sEEkCdULDaI7__i7K_Tw



			Пароль: VsemB0Lsh01eSpas1boZaU4aStiE
		
Нажмите для раскрытия..."
Юлия Бальсина,12 Дворцов судьбы в бацзы,,http://www.feng88.ru/twelvepalace.html,https://cloud.mail.ru/public/9tgE/Qe9Sxjvxd
Bloody Shadow,Магия трав (2016),,https://vk.com/event118193944,"https://cloud.mail.ru/public/5cDD/4RRZpoR5k
Пароль: www.sharewood.biz"
Ольга Веремеева,Пробуждение от многовекового сна к осознанности (2017),,http://vratamir.com/lp/praktiki/,https://yadi.sk/d/qYUzLRXu3UUJDQ
Галиева Галия,Практическая нумерология. Тайны символов и чисел (2018).,,,https://cloud.mail.ru/public/GZGC/unonvLhsk
Американская академия гипноза,Успех на экзаменах (2017),,http://www.gipnoz.guru/shop/edhdfpr24ta6b2hrbz637wp4gmnw53,https://cloud.mail.ru/public/2Uuh/dhbpKsWbf
,"Протоколы 4-го поколения для системы ""Турбосуслик""",,https://www.protokoly.ru/u/4Mm8,https://yadi.sk/d/zcKlUjjOdcVMa
Гардин Дмитрий,Видеокурс «Руническая магия» {6 dvd + 1 cd},,http://runa.homemagic.org/,https://cloud.mail.ru/public/4eba/21kRXvJLq
Кысь Анастасия,Руническая магия (2012).,,,https://cloud.mail.ru/public/3Uz5/4RPaEqp4e
Анна Бойчак,Код богатства: нейронные связи на миллион (2019),"Узнайте и уберите истинную причину ваших денежных неудач!

Это вторая - платная часть марафона (первая - бесплатная будет выдана в качестве бонуса и пока можно посмотреть по продажной ссылке)
Что будет в марафоне
- 5 практик (Темы практик: намерение, умение ставить цели, основы финансовой грамотности)
- Обзорная обратная связь.
- 3 крутых приглашенных спикера:
Анна Сметанникова - клинический психолог, гипнотерапевт, НЛП-тренер, автор книги ""Счастливая и свободная"". Она выступит с темой энергия женских и мужских денег.
Елена Либкинд - депутат, бизнесвумен, кандидат экономических наук, автор книг ""Личный бренд или путь к сердцу президента"". Она выступит с темой личного бренда и его взаимосвязи с доходами.
Секретный спикер - интегративный психолог (имя объявим позже) с темой: Финансы и творчество
- 2 теоретических блока (статьи/видео)
- 2 задания на расширение финансовой энергоёмкости Вашей личности. Рекомендации по списку литературы.
- Вебинар в прямом эфире с возможностью задавать вопросы

Цель предстоящих 10 дней марафона - отловить, осознать, искоренить деструктивные установки в сфере финансов и изобилия и, главное, заменить их на позитивные.
Вторая часть марафона – это как перескочить через три ступени классического обучения и взять самое лучшее.",https://neurodao.ru/kb-den5/,https://cloud.mail.ru/public/4XBJ/2358eX3h3
Ольга Николаева,Глубокое изучение астрологии Ба Цзы. Новый взгляд. Модуль А (2019),"На занятии мы рассмотрим:

Знакомство с Ба цзы. У Син
Китайский календарь
Китайский календарь
12 земных ветвей
5 сфер жизни и баланс в карте Ба цзы
24 солнечных сезона
Сила стихий
Фазы ци
Построение карты Ба цзы, учимся определять солнечное время
Ваш социум: здоровье, дети, брак, отношения, власть, деньги, поддержка, родители
Взаимодействия в карте Бацзы
Символические звезды в Ба цзы
Дворцы в карте Ба цзы
Личный элемент - ваш характер
Наказания в карте (чем грозит, ""лечение"")

ПОЛНОЕ ПОГРУЖЕНИЕ В БА ЦЗЫ

Это глубокий и полный курс для тех, кто хочет изучить Ба Цзы как для личного использования, так и профессионального консультирования. Вас ждут интенсивные занятия с Ольгой Николаевой. Вы будете обучаться по технике мировых классических школ китайской астрологии, которые мало кому доступны. Курс подойдет как для абсолютных новичков, так и для тех, кто ранее уже проходил курсы по Ба Цзы. Это будут совершенно новые знания, поражающие своей точностью.

ЧТО ВЫ БУДЕТЕ ЗНАТЬ ПОСЛЕ КУРСА

Основы Ба Цзы. Построение карты без калькулятора, обозначение иероглифов, общая информация
Предназначение. Какие уроки вы должны пройти по судьбе
Какие уроки вы должны пройти по судьбе. Где ваши деньги, как их “разбудить”, что принесет богатство, а что никогда не будет прибыльным
Про любовь. Сколько у вас браков, возможные разводы, их причины, ваш идеальный партнер
Как наладить взаимоотношения с людьми. Кто принесет вам наибольшую пользу, от кого держаться подальше, как выгодно себя преподнести
Ждать ли вам мировой славы. Ваши таланты, потенциал, звезды, говорящие о популярности
Здоровье. Возможные болезни, индивидуальный подбор питания и нагрузок по типу карты
Как изменить судьбу. Методы коррекции неблагоприятных, нежелательных событий по Ба Цзы, решение текущих проблем",http://schedule.onikolaeva.com/events/glubokoe-izuchenie-astrologii-ba-tczy-novyi-vzgliad-modul-a/,https://cloud.mail.ru/public/g9dk/3TBaqE7g9
Келли Хоуэлл,Привлекай богатство во время сна /во время работы,,"https://www.brainsync.com/audio-store/a-to-z-list/attract-wealth-while-you-sleep-330.html
https://www.brainsync.com/audio-store/a-to-z-list/attract-wealth-while-you-work.html",https://cloud.mail.ru/public/2D73/5zodLefBB
Б.М. Моносов,Видеолекции Магия Воды – Цикл омолаживающих упражнений (2012),,http://www.artefactsra.org/product.php?id_product=1772,https://cloud.mail.ru/public/HBvD/ZK2Dps1n9
Вальяк Елена,Навыки продаж (2015),,http://gipnos.alphacentr.ru/product/navyki-prodazh-skoro-pojavitsja-dlja-skachivanija/,https://cloud.mail.ru/public/4hzt/4MDSp1uiX
Елена Вальяк,Настрой на привлечение денег (2019),"Хотите, чтобы у вас всегда было денег в достатке? А может вам нужна определенная сумма на какую-то покупку? 

Попробуйте мой авторский настрой на привлечение денег и впустите в свою жизнь большие деньги. С помощью данного настроя вы уберете блоки и негативные установки, которые стоят между вами и деньгами. И откроете дверь к новым возможностям",https://vk.com/market-112936409?w=product-112936409_3586036,https://cloud.mail.ru/public/2Vof/4Sb54HZvv
Керк Ректор,Холодинамика. Отслеживание,,https://vk.com/public121195219,https://cloud.mail.ru/public/5BhU/x147f5iGN
,,,https://alphacentr.ru,https://cloud.mail.ru/public/4fBQ/3HgjABnJ9
Б. Моносов,Контакт с иерархией,,http://www.artefactsra.org/product.php?id_product=5071,https://cloud.mail.ru/public/72ov/4huUMC7bQ
Андрей Дуйко,Шумы SithiSound для привлечения денег,,https://duiko.guru/wpm-category/zvuki-dlya-privlecheniya-deneg/,https://cloud.mail.ru/public/4Evw/4Q2Wt7hTn
Б. Моносов,Семь тел 2. Освоение и работа с семью телами,,http://www.artefactsra.org/product.php?id_product=115,https://yadi.sk/d/dGGEZc1S3E5qBU
Маг Саргас,"Практическое ясновидение. Как стать магом, а не экстрасенсом (2019)","Новая книга Мага Саргаса посвящена развитию ясновидения. Ясновидение - это не дар, а способность, которую можно развить, прилагая достаточные усилия. Поэтому, помимо теории, автор предлагает множество практических упражнений. Следуя наставлениям Мага Саргаса и выполняя домашние задания, вы научитесь видеть ауру, различать ее цвета и интерпретировать получаемую информацию. Вы сможете распознавать чужое негативное влияние, защищаться от него и исправлять последствия вредоносного воздействия.",https://www.labirint.ru/books/698976/,https://cloud.mail.ru/public/4JuL/Di9azeNmt
Моносов Борис,Целительство 1 + Целительство 2 - Золотое (2015),,http://www.artefactsra.org/product.php?id_product=4882,https://cloud.mail.ru/public/uowU/4N1Yuo4jV
,Книга марихуана ведьмы,"НЕТ СИЛ ЖИТЬ?
УСТАЛИ ОТ СЕРОЙ ЖИЗНИ?
НИКАК НЕ ВЫБЕРЕТЕСЬ ИЗ ДОЛГОВ И КРЕДИТОВ?
СТРАДАЕТЕ ОТ ОДИНОЧЕСТВА И НЕПОНИМАНИЯ БЛИЗКИХ?
ЧУВСТВУЕТЕ В СЕБЕ ПОТЕНЦИАЛ К ПАРАСПОСОБНОСТЯМ?
ЗНАЧИТ ТВОЁ ВОЛШЕБСТВО УЖЕ НАЧИНАЕТСЯ!
99 САМЫХ ЭФФЕКТИВНЫХ МАГИЧЕСКИХ ПРАКТИК СО ВСЕГО МИРА

С ПОМОЩЬЮ ЭТОЙ КНИГИ ТЫ СМОЖЕШЬ:
День 1. Курс «Я»
– Очищать собственную энергетику от любого влияния
– Защищать себя от всех энерговоздействий
– Справляться с собственными эмоциями при сложном разговоре
– Находить общий язык с своими близкими
– Очищать свой дом от негатива
– Защитить свой дом от непрошенных гостей и завистливых соседей

День 2. Курс «Настройка»
– Справляться с собственными страхами
– Освобождаться от давних обид
– Решать затянувшиеся конфликты
– Останавливать круговорот мыслей в голове
– Настраивать свое тело на здоровье, счастье и материальное благополучие.

День 3. Курс «Здоровье»
– Диагностировать болезни в собственном теле
– Диагностировать любые лекарства, пищу, на предмет вредности или полезности
– Исцелять себя без помощи лекарств
– Пополнять энергию тела без еды и сна
– Управлять уровнем энергии в своем организме

День 4. Курс «Желания»
– Правильно формировать свои цели
– Отделять цели истинные от ложных
– Видеть знаки силы
– Достигать своих желаний в самые короткие сроки
– Находить свой идеальный жизненный путь

День 5. Курс «Параспособности»
– Определять какие способности в Вас имеются
– Развивать свои способности, даже если у вас их нет совсем
– Безопасно применять свои магические способности
– Отличать магов от шарлотанов

День 6. Курс «Магия»
– Менять свой уровень жизни
– Обрести новые навыки и умения
– Менять свою внешность
– Управлять событиями своей будущей жизни
– Исполнять свои самые заветные желания

День 7. Курс «Помощь»
– Определять есть ли на человеке энерговоздействие
– Очищать человека от энеговлияний
– Составлять карту здоровья человека
– Избавлять людей от вредных привычек
– Выводить алкозависимых из запоя
– Просматривать прошлое, настоящее и будущее человека

День 8. Курс «Управление»
– Формировать нужные вам события в масштабах города, страны
– Находить самый короткий путь осуществления желаемых событий
– Находить покровителей
– Находить духовных учителей
– Убирать все препятствия на пути Ваших целей
– Управлять толпой людей",https://helehas.ru/kupit-marihuana-vedmy-2/,https://cloud.mail.ru/public/pYdy/57emgKS8j
Б.М. Моносов,Видеолекции Шаманское Лечение (2014),,http://www.artefactsra.org/product.php?id_product=3175,https://cloud.mail.ru/public/5ido/2EBp4qmdY
Маргарита Левченко,Исцеляющий импульс (2015),,https://vk.com/simplymeditationlevchenko,https://cloud.mail.ru/public/KFbA/C5q9iSqqr
Моносов Борис,"Видеолекция ""Техника создания астрального двойника"" (2014)",,http://www.artefactsra.org/product.php?id_product=3377,https://cloud.mail.ru/public/4fWJ/4bwToBQYo
Ирина Белозерская,С деньгами по жизни,,,https://yadi.sk/d/aft8jFbxYNsvOQ
Моносов,Аудио-лекции ШМА _ Ритуал Силы ( 2013 ),,http://www.artefactsra.org/product.php?id_product=2507,https://yadi.sk/d/WswOW34GvchVt
Валентина Красина,Интеграция с подсознанием 2.0 (2019),"Научившись общаться со своим подсознанием, вы сможете использовать его в помощь себе и получать подсказки для положительных перемен в жизни!

Что вы получите:
+ вы получите информацию, которую ищите через прямое знание
+ вы найдёте «свою» деятельность, которая будет дарить вам вдохновение и прибыль
+ пути для решений разных ситуаций станут очевидными
+ вы раскроете в себе дар и сможете развить его
+ вы станете способны на открытие чего-то нового, того, что может повлиять на мир
+ новые идеи в бизнесе вы будете находить легко
+ осознаете почему случаются те или иные ситуации
+ сможете найти самый короткий путь к своей цели и делать только правильный выбор

Тренинг включает:
* запись вебинара «Как изменить свою жизнь с помощью подсознания»
* записи двух онлайн-сессий

Онлайн-сессия 1
* Создание намерения на плодотворное общение с подсознанием
* Правильная формулировка вопроса, запрос подсознанию на примерах
* Овладение двумя техниками общения с подсознанием
* Распознавание и осознание ответа подсознания
* Корректировка вопроса или задачи в случае, если есть сомнения в верности ответа или ответ не ясен
* Находим связь тела с подсознанием и учимся принимать его руководство
* Слушаем и слышим внутренний голос и подсознание, здесь и сейчас

Онлайн-сессия 2
На данном занятии Валентина ответила на все вопросы, которые возникли у участников после выполнения Техник, изложенных в онлайн-сессии 1.

Автор тренинга ""Интеграция"" Валентина Красина:
+ Радикально изменила жизнь и деятельность благодаря взаимодействию с подсознанием.
+ Первая и единственная детально раскрывает принцип формирования реальности - закон зеркального отражения Сознания.
+ Разрушает и опровергает устоявшиеся парадигмы и стереотипы, в плену которых живет человечество.
+ Автор программ, меняющих Сознание, мышление и жизнь.
+ Её ученики и последователи ментально разрешают сложнейшие жизненные ситуации, а также меняют характер, поведение и отношение других людей.
+ Транслирует уникальные Вселенские знания о природе мироздания, формирующие многомерное восприятие реальности.

Без ложной скромности Валентина утверждает, что программой ""Интеграция 2.0"" она открыла новую эпоху в теме взаимодействия с подсознанием в свете многомерного восприятия реальности!",http://pr.krasina-valentina.com/integraciya,https://cloud.mail.ru/public/5gUo/5xp7jezwB
